city_name;zipcode;Zusatzziffer;community_name;canton;E;N
Ligerz;2514;0;Ligerz;BE;7.135;47.086
Lignerolle;1357;0;Lignerolle;VD;6.456;46.740
Lignières;2523;0;Lignières;NE;7.065;47.081
Ligornetto;6853;0;Mendrisio;TI;8.953;45.863
Limpach;3317;0;Fraubrunnen;BE;7.498;47.108
Lindau;8315;0;Lindau;ZH;8.677;47.442
Linden;3673;0;Linden;BE;7.678;46.850
Linescio;6682;0;Linescio;TI;8.583;46.308
Linthal;8783;0;Glarus Süd;GL;8.996;46.917
Lipperswil;8564;5;Wäldi;TG;9.054;47.617
Lippoldswilen;8566;5;Kemmental;TG;9.113;47.610
Littenheid;9573;0;Sirnach;TG;9.006;47.439
Litzirüti;7058;0;Arosa;GR;9.701;46.800
Lobsigen;3268;0;Seedorf (BE);BE;7.294;47.027
Loc;3960;3;Randogne;VS;7.511;46.293
Locarno;6600;0;Locarno;TI;8.791;46.170
Locarno;6600;0;Locarno;TI;8.782;46.191
Locarno;6605;0;Locarno;TI;8.778;46.185
Loco;6661;0;Onsernone;TI;8.672;46.202
Lodano;6678;2;Maggia;TI;8.682;46.258
Lodrino;6527;0;Lodrino;TI;8.978;46.302
Lohn GR;7433;3;Lohn (GR);GR;9.428;46.653
Lohn SH;8235;0;Lohn (SH);SH;8.671;47.756
Lohn-Ammannsegg;4573;0;Lohn-Ammannsegg;SO;7.527;47.173
Lohnstorf;3127;2;Lohnstorf;BE;7.511;46.807
Lommis;9506;0;Lommis;TG;9.000;47.517
Lommiswil;4514;0;Lommiswil;SO;7.464;47.222
Lonay;1027;0;Lonay;VD;6.521;46.526
Longirod;1261;35;Longirod;VD;6.258;46.495
Lopagno;6956;0;Capriasca;TI;8.977;46.069
Losone;6616;0;Losone;TI;8.760;46.169
Lossy;1782;3;La Sonnaz;FR;7.111;46.833
Lostallo;6558;0;Lostallo;GR;9.191;46.314
Lostorf;4654;0;Lostorf;SO;7.952;47.383
Lottigna;6716;3;Acquarossa;TI;8.943;46.470
Lotzwil;4932;0;Lotzwil;BE;7.797;47.194
Lourtier;1948;0;Bagnes;VS;7.268;46.049
Lovatens;1682;2;Lovatens;VD;6.865;46.693
Lovens;1756;2;La Brillaz;FR;7.020;46.773
Loveresse;2732;4;Loveresse;BE;7.239;47.244
Luc (Ayent);1966;3;Ayent;VS;7.420;46.282
Lucelle;2807;1;Pleigne;JU;7.242;47.418
Lucens;1522;0;Lucens;VD;6.838;46.710
Luchsingen;8775;1;Glarus Süd;GL;9.036;46.967
Ludiano;6721;0;Serravalle;TI;8.969;46.420
Lufingen;8426;0;Lufingen;ZH;8.594;47.490
Lugaggia;6953;0;Capriasca;TI;8.969;46.060
Lugano;6900;0;Lugano;TI;8.947;46.005
Lugnez;2933;3;Lugnez;JU;7.098;47.483
Lugnorre;1789;0;Mont-Vully;FR;7.070;46.950
Luins;1184;0;Luins;VD;6.273;46.446
Lully FR;1470;2;Lully (FR);FR;6.848;46.835
Lully VD;1132;0;Lully (VD);VD;6.465;46.506
Lumbrein;7148;0;Lumnezia;GR;9.136;46.683
Lumino;6533;0;Lumino;TI;9.066;46.230
Lunden;7222;0;Schiers;GR;9.713;46.950
Lungern;6078;0;Lungern;OW;8.166;46.784
Lupfig;5242;2;Lupfig;AG;8.202;47.443
Lupsingen;4419;0;Lupsingen;BL;7.696;47.444
Lurtigen;3215;3;Murten;FR;7.172;46.929
Lussery-Villars;1307;0;Lussery-Villars;VD;6.526;46.633
Lussy FR;1690;2;La Folliaz;FR;6.944;46.715
Lussy-sur-Morges;1167;0;Lussy-sur-Morges;VD;6.451;46.504
Lustdorf;8512;2;Thundorf;TG;8.990;47.551
Lustmühle;9062;0;Teufen (AR);AR;9.358;47.399
Luterbach;4542;0;Luterbach;SO;7.591;47.214
Luthern;6156;0;Luthern;LU;7.918;47.060
Luthern Bad;6156;2;Luthern;LU;7.927;47.028
Lutry;1095;0;Lutry;VD;6.686;46.503
Lutzenberg;9426;0;Lutzenberg;AR;9.577;47.459
Luven;7141;0;Ilanz/Glion;GR;9.199;46.762
Luzein;7242;0;Luzein;GR;9.763;46.920
Luzern;6003;0;Luzern;LU;8.297;47.050
Luzern;6004;0;Luzern;LU;8.298;47.060
Luzern;6005;0;Luzern;LU;8.315;47.039
Luzern;6006;0;Luzern;LU;8.334;47.052
Luzern;6014;0;Luzern;LU;8.309;47.055
Luzern;6015;0;Luzern;LU;8.277;47.064
Lyss;3250;0;Lyss;BE;7.308;47.071
Lyssach;3421;0;Lyssach;BE;7.576;47.065
Lyssach;3421;0;Oberburg;BE;7.593;47.049
Längenbühl;3636;0;Forst-Längenbühl;BE;7.538;46.757
Lätti;3053;5;Rapperswil (BE);BE;7.430;47.039
Läufelfingen;4448;0;Läufelfingen;BL;7.850;47.396
Léchelles;1773;0;Belmont-Broye;FR;7.016;46.829
Löhningen;8224;0;Löhningen;SH;8.553;47.699
Lömmenschwil;9308;0;Häggenschwil;SG;9.358;47.498
Lü;7534;0;Val Müstair;GR;10.369;46.622
Lüchingen;9450;2;Altstätten;SG;9.552;47.387
Lüen;7027;1;Arosa;GR;9.614;46.833
Lüscherz;2576;0;Lüscherz;BE;7.152;47.047
Lüsslingen;4574;1;Lüsslingen-Nennigkofen;SO;7.507;47.190
Lüterkofen;4571;1;Lüterkofen-Ichertswil;SO;7.510;47.165
Lüterswil;4584;2;Lüterswil-Gächliwil;SO;7.437;47.120
Lütisburg;9604;0;Lütisburg;SG;9.086;47.396
Lütisburg Station;9601;0;Lütisburg;SG;9.069;47.385
Lütschental;3816;0;Lütschental;BE;7.949;46.637
Lützelflüh-Goldbach;3432;0;Lützelflüh;BE;7.684;47.001
Macolin;2532;0;Evilard;BE;7.217;47.142
Madetswil;8322;0;Russikon;ZH;8.796;47.410
Madiswil;4934;0;Madiswil;BE;7.799;47.167
Madonna del Piano;6995;2;Croglio;TI;8.834;45.988
Madrano;6780;2;Airolo;TI;8.630;46.527
Madulain;7523;0;Madulain;GR;9.998;46.497
Madulain;7523;0;Madulain;GR;9.937;46.585
Magadino;6573;0;Gambarogno;TI;8.857;46.148
Magden;4312;0;Magden;AG;7.821;47.526
Maggia;6673;0;Maggia;TI;8.708;46.247
Magliaso;6983;0;Magliaso;TI;8.888;45.984
Maglio di Colla;6959;0;Lugano;TI;9.049;46.089
Magnedens;1727;2;Gibloux;FR;7.081;46.742
Maienfeld;7304;0;Maienfeld;GR;9.531;47.008
Mairengo;6763;1;Faido;TI;8.788;46.488
Maisprach;4464;0;Maisprach;BL;7.852;47.524
Maladers;7026;0;Maladers;GR;9.561;46.838
Malans GR;7208;0;Malans;GR;9.574;46.982
Malans SG;9479;1;Wartau;SG;9.476;47.090
Malix;7074;0;Churwalden;GR;9.531;46.814
Malleray;2735;4;Valbirse;BE;7.264;47.237
Maloja;7516;0;Bregaglia;GR;9.697;46.404
Malters;6102;0;Malters;LU;8.189;47.037
Malvaglia;6713;0;Serravalle;TI;8.984;46.404
Mamishaus;3152;0;Schwarzenburg;BE;7.379;46.810
Mammern;8265;0;Mammern;TG;8.917;47.646
Mandach;5318;0;Mandach;AG;8.186;47.547
Mannenbach-Salenstein;8268;0;Salenstein;TG;9.053;47.674
Mannens;1775;2;Montagny (FR);FR;6.970;46.793
Manno;6928;0;Manno;TI;8.918;46.035
Maracon;1613;0;Maracon;VD;6.871;46.550
Marbach LU;6196;0;Escholzmatt-Marbach;LU;7.901;46.853
Marbach SG;9437;0;Marbach (SG);SG;9.568;47.392
Marchissy;1261;32;Marchissy;VD;6.247;46.487
Mariastein;4115;0;Metzerlen-Mariastein;SO;7.492;47.476
Marin-Epagnier;2074;0;La Tène;NE;7.001;47.009
Marly;1723;0;Marly;FR;7.159;46.775
Marmorera;7456;2;Surses;GR;9.645;46.497
Marnand;1524;0;Valbroye;VD;6.901;46.756
Maroggia;6817;0;Maroggia;TI;8.969;45.936
Marolta;6723;3;Acquarossa;TI;8.921;46.479
Marsens;1633;0;Marsens;FR;7.065;46.656
Marthalen;8460;0;Marthalen;ZH;8.647;47.629
Martherenges;1063;2;Montanaire;VD;6.753;46.661
Martigny;1920;0;Martigny;VS;7.074;46.101
Martigny-Croix;1921;0;Martigny-Combe;VS;7.054;46.087
Martina;7560;0;Valsot;GR;10.461;46.884
Martisberg;3994;2;Bettmeralp;VS;8.099;46.387
Maschwanden;8933;0;Maschwanden;ZH;8.428;47.232
Mase;1968;0;Mont-Noble;VS;7.437;46.195
Masein;7425;0;Masein;GR;9.427;46.701
Maseltrangen;8723;2;Schänis;SG;9.050;47.192
Massagno;6900;5;Massagno;TI;8.943;46.013
Massongex;1869;0;Massongex;VS;6.990;46.243
Massonnens;1692;0;Massonnens;FR;6.973;46.701
Mastrils;7303;0;Landquart;GR;9.544;46.968
Mathod;1438;0;Mathod;VD;6.567;46.767
Mathon;7433;4;Mathon;GR;9.412;46.636
Matran;1753;0;Matran;FR;7.096;46.786
Matt;8766;0;Glarus Süd;GL;9.168;46.960
Matten (St. Stephan);3773;0;St. Stephan;BE;7.422;46.494
Matten b. Interlaken;3800;3;Matten bei Interlaken;BE;7.870;46.677
Mattstetten;3322;1;Mattstetten;BE;7.514;47.030
Mattwil;8585;1;Birwinken;TG;9.210;47.580
Matzendorf;4713;0;Matzendorf;SO;7.626;47.305
Matzingen;9548;0;Matzingen;TG;8.928;47.521
Mauborget;1453;2;Mauborget;VD;6.617;46.856
Mauensee;6216;0;Mauensee;LU;8.067;47.168
Maules;1625;2;Sâles;FR;6.991;46.639
Maur;8124;0;Maur;ZH;8.671;47.336
Mauraz;1148;2;Mauraz;VD;6.423;46.605
Mauren FL;9493;0;Mauren;LI;9.545;47.219
Mauren TG;8576;0;Berg (TG);TG;9.152;47.567
Mayens-de-Chamoson;1911;2;Chamoson;VS;7.182;46.206
Mayens-de-la-Zour (Savièse);1965;6;Savièse;VS;7.357;46.270
Medeglia;6809;0;Comunanza Cadenazzo/Montecener;TI;9.059;46.141
Medeglia;6809;0;Monteceneri;TI;8.969;46.116
Medels im Rheinwald;7436;0;Splügen;GR;9.294;46.546
Meggen;6045;0;Meggen;LU;8.372;47.046
Mehlsecken;6260;4;Reiden;LU;7.957;47.244
Meien;6485;0;Wassen;UR;8.549;46.726
Meienberg;5643;3;Sins;AG;8.376;47.198
Meienried;3294;2;Meienried;BE;7.341;47.139
Meierskappel;6344;0;Meierskappel;LU;8.443;47.125
Meikirch;3045;0;Meikirch;BE;7.363;47.009
Meilen;8706;0;Meilen;ZH;8.647;47.275
Meinier;1252;0;Meinier;GE;6.234;46.247
Meinisberg;2554;0;Meinisberg;BE;7.349;47.162
Meiringen;3860;0;Meiringen;BE;8.189;46.729
Meisterschwanden;5616;0;Meisterschwanden;AG;8.234;47.295
Melano;6818;0;Melano;TI;8.986;45.919
Melchnau;4917;0;Melchnau;BE;7.857;47.183
Melchsee-Frutt;6068;0;Kerns;OW;8.264;46.774
Melchtal;6067;0;Kerns;OW;8.293;46.834
Melide;6815;0;Melide;TI;8.949;45.955
Mellikon;5465;0;Mellikon;AG;8.348;47.567
Mellingen;5507;0;Mellingen;AG;8.281;47.418
Mels;8887;0;Mels;SG;9.416;47.048
Meltingen;4233;0;Meltingen;SO;7.588;47.383
Mendrisio;6850;0;Mendrisio;TI;8.984;45.870
Menzberg;6125;0;Menznau;LU;7.998;47.041
Menzengrüt;8546;3;Wiesendangen;ZH;8.822;47.550
Menziken;5737;0;Menziken;AG;8.193;47.240
Menzingen;6313;0;Menzingen;ZG;8.597;47.179
Menznau;6122;0;Menznau;LU;8.039;47.084
Menzonio;6692;0;Lavizzara;TI;8.641;46.361
Merenschwand;5634;0;Merenschwand;AG;8.381;47.257
Mergoscia;6647;0;Mergoscia;TI;8.848;46.211
Meride;6866;0;Mendrisio;TI;8.953;45.890
Merishausen;8232;0;Merishausen;SH;8.607;47.760
Merligen;3658;0;Sigriswil;BE;7.738;46.699
Merlischachen;6402;0;Küssnacht (SZ);SZ;8.408;47.066
Mervelier;2827;0;Mervelier;JU;7.504;47.344
Merzligen;3274;3;Merzligen;BE;7.254;47.088
Mesocco;6563;0;Mesocco;GR;9.238;46.390
Messen;3254;0;Messen;SO;7.451;47.092
Mettau;5274;0;Mettauertal;AG;8.126;47.564
Mettembert;2806;0;Mettembert;JU;7.320;47.397
Mettendorf TG;8553;3;Hüttlingen;TG;8.965;47.578
Mettlen;9517;0;Bussnang;TG;9.119;47.532
Mettmenstetten;8932;0;Mettmenstetten;ZH;8.469;47.244
Metzerlen;4116;0;Metzerlen-Mariastein;SO;7.466;47.466
Mex VD;1031;0;Mex (VD);VD;6.552;46.577
Mex VS;1890;1;Saint-Maurice;VS;7.000;46.185
Meyriez;3280;2;Meyriez;FR;7.109;46.925
Meyrin;1217;0;Meyrin;GE;6.071;46.228
Mezzovico;6805;0;Mezzovico-Vira;TI;8.915;46.090
Mezzovico;6805;0;Mezzovico-Vira;TI;8.873;46.086
Middes;1749;0;Torny;FR;6.949;46.768
Mies;1295;1;Mies;VD;6.171;46.305
Miex;1896;2;Vouvry;VS;6.864;46.338
Miglieglia;6986;2;Miglieglia;TI;8.857;46.025
Milken;3157;0;Schwarzenburg;BE;7.359;46.793
Minusio;6648;0;Minusio;TI;8.813;46.177
Miralago;7743;2;Poschiavo;GR;10.101;46.273
Mirchel;3532;2;Mirchel;BE;7.647;46.896
Misery;1721;1;Misery-Courtion;FR;7.069;46.851
Mission;3961;27;Anniviers;VS;7.595;46.193
Missy;1565;0;Missy;VD;6.970;46.880
Misériez (Salins);1991;5;Sion;VS;7.345;46.207
Mitlödi;8756;0;Glarus Süd;GL;9.077;47.012
Mittelhäusern;3147;0;Köniz;BE;7.368;46.876
Miège;3972;0;Miège;VS;7.547;46.312
Miécourt;2946;0;La Baroche;JU;7.176;47.426
Mogelsberg;9122;0;Neckertal;SG;9.138;47.362
Moghegno;6677;2;Maggia;TI;8.705;46.240
Moiry VD;1148;8;Moiry;VD;6.454;46.649
Molare;6760;1;Faido;TI;8.830;46.486
Moleno;6524;0;Moleno;TI;8.993;46.269
Molinazzo di Monteggio;6995;0;Monteggio;TI;8.820;45.991
Molinis;7056;0;Arosa;GR;9.657;46.826
Mollens VD;1146;0;Mollens (VD);VD;6.363;46.578
Mollens VS;3974;0;Mollens (VS);VS;7.521;46.316
Mollie-Margot;1073;2;Savigny;VD;6.750;46.557
Mollis;8753;0;Glarus Nord;GL;9.083;47.095
Molondin;1415;0;Molondin;VD;6.749;46.760
Mols;8885;0;Quarten;SG;9.282;47.112
Moléson-sur-Gruyères;1663;4;Gruyères;FR;7.037;46.562
Mon;7458;0;Albula/Alvra;GR;9.562;46.650
Moneto;6659;9;Centovalli;TI;8.621;46.150
Monible;2715;2;Petit-Val;BE;7.200;47.276
Monnaz;1125;0;Echichens;VD;6.479;46.528
Mont-Crosin;2610;4;Cormoret;BE;7.035;47.184
Mont-Soleil;2610;2;Saint-Imier;BE;6.987;47.160
Mont-Tramelan;2723;0;Mont-Tramelan;BE;7.053;47.208
Mont-de-Buttes;2116;0;Val-de-Travers;NE;6.514;46.880
Mont-la-Ville;1148;5;Mont-la-Ville;VD;6.409;46.646
Mont-sur-Rolle;1185;0;Mont-sur-Rolle;VD;6.337;46.471
Montagne-de-Courtelary;2608;2;Cortébert;BE;7.116;47.170
Montagne-de-Sonvilier;2615;2;Sonvilier;BE;6.947;47.121
Montagnola;6926;0;Collina d'Oro;TI;8.918;45.983
Montagnon (Leytron);1912;3;Leytron;VS;7.193;46.190
Montagny-la-Ville;1776;0;Montagny (FR);FR;6.995;46.818
Montagny-les-Monts;1774;2;Montagny (FR);FR;6.992;46.810
Montagny-près-Yverdon;1442;0;Montagny-près-Yverdon;VD;6.612;46.793
Montalchez;2027;2;Montalchez;NE;6.745;46.897
Montana;3963;3;Montana;VS;7.491;46.296
Montaubion-Chardonney;1041;22;Jorat-Menthue;VD;6.714;46.647
Montavon;2857;0;Boécourt;JU;7.233;47.373
Montbovon;1669;5;Haut-Intyamon;FR;7.046;46.486
Montbrelloz;1475;3;Vernay;FR;6.886;46.854
Montcherand;1354;0;Montcherand;VD;6.511;46.733
Monte;6875;0;Castel San Pietro;TI;9.028;45.882
Monte Carasso;6513;0;Monte Carasso;TI;8.999;46.189
Monteiller (Savièse);1965;9;Savièse;VS;7.355;46.257
Montenol;2884;0;Clos du Doubs;JU;7.152;47.353
Montet (Broye);1483;0;Les Montets;FR;6.869;46.816
Montet (Glâne);1674;2;Montet (Glâne);FR;6.814;46.645
Montezillon;2037;2;Rochefort;NE;6.837;46.987
Montfaucon;2362;0;Montfaucon;JU;7.051;47.283
Montfavergier;2362;2;Montfaucon;JU;7.090;47.310
Montherod;1174;0;Montherod;VD;6.366;46.499
Monthey;1870;0;Monthey;VS;6.815;46.207
Monthey;1870;0;Monthey;VS;6.947;46.253
Montignez;2924;0;Basse-Allaine;JU;7.059;47.487
Montlingen;9462;0;Oberriet (SG);SG;9.507;47.311
Montlingen;9462;0;Oberriet (SG);SG;9.591;47.335
Montmagny;1587;0;Vully-les-Lacs;VD;7.009;46.927
Montmelon;2883;0;Clos du Doubs;JU;7.179;47.353
Montmollin;2037;0;Val-de-Ruz;NE;6.847;46.993
Montpreveyres;1081;0;Montpreveyres;VD;6.748;46.584
Montreux;1820;0;Montreux;VD;6.913;46.431
Montricher;1147;0;Montricher;VD;6.377;46.601
Montsevelier;2828;0;Val Terbi;JU;7.510;47.359
Montévraz;1724;4;Le Mouret;FR;7.176;46.726
Moosleerau;5054;2;Moosleerau;AG;8.060;47.266
Moosseedorf;3302;0;Moosseedorf;BE;7.482;47.018
Morbio Inferiore;6834;0;Morbio Inferiore;TI;9.019;45.851
Morbio Superiore;6835;0;Breggia;TI;9.022;45.862
Morcles;1892;2;Lavey-Morcles;VD;7.037;46.209
Morcote;6922;0;Morcote;TI;8.914;45.923
Morens FR;1541;2;Morens (FR);FR;6.908;46.844
Morgarten;6315;3;Oberägeri;ZG;8.635;47.101
Morges;1110;0;Morges;VD;6.500;46.511
Morgins;1875;0;Troistorrents;VS;6.857;46.237
Morissen;7143;0;Lumnezia;GR;9.181;46.730
Morlens;1674;3;Ursy;FR;6.837;46.653
Morlon;1638;0;Morlon;FR;7.088;46.628
Morrens VD;1054;0;Morrens (VD);VD;6.627;46.591
Morschach;6443;0;Morschach;SZ;8.617;46.980
Mosen;6295;0;Hitzkirch;LU;8.228;47.243
Mosnang;9607;0;Mosnang;SG;9.039;47.360
Mosogno;6611;13;Onsernone;TI;8.639;46.199
Mossel;1675;3;Ursy;FR;6.849;46.608
Motto (Blenio);6721;2;Acquarossa;TI;8.971;46.429
Moudon;1510;0;Moudon;VD;6.799;46.668
Moutier;2740;0;Moutier;BE;7.372;47.280
Movelier;2812;0;Movelier;JU;7.319;47.411
Mugena;6939;1;Alto Malcantone;TI;8.890;46.049
Muggio;6838;0;Breggia;TI;9.043;45.902
Muhen;5037;0;Muhen;AG;8.051;47.335
Mulegns;7455;0;Surses;GR;9.619;46.524
Mumpf;4322;0;Mumpf;AG;7.913;47.545
Mumpé Medel;7183;0;Disentis/Mustér;GR;8.847;46.687
Mund;3903;0;Naters;VS;7.939;46.316
Muntelier;3286;0;Muntelier;FR;7.124;46.935
Muolen;9313;0;Muolen;SG;9.322;47.520
Muotathal;6436;0;Muotathal;SZ;8.760;46.978
Mur (Vully) FR;1787;1;Mont-Vully;FR;7.063;46.945
Mur (Vully) VD;1787;2;Vully-les-Lacs;VD;7.060;46.945
Muralto;6600;2;Muralto;TI;8.805;46.173
Muraz (Collombey);1893;0;Collombey-Muraz;VS;6.926;46.280
Muraz (Sierre);3960;5;Sierre;VS;7.530;46.298
Murg;8877;0;Quarten;SG;9.214;47.111
Murgenthal;4853;0;Murgenthal;AG;7.829;47.251
Murgenthal;4853;0;Murgenthal;AG;7.832;47.265
Muri AG;5630;0;Muri (AG);AG;8.339;47.272
Muri b. Bern;3074;0;Muri bei Bern;BE;7.488;46.928
Muriaux;2338;2;Muriaux;JU;6.978;47.246
Murist;1489;0;Murist;FR;6.807;46.790
Murten;3280;0;Murten;FR;7.119;46.928
Murzelen;3034;0;Wohlen bei Bern;BE;7.315;46.982
Mutrux;1428;2;Mutrux;VD;6.727;46.883
Mutten;7431;1;Mutten;GR;9.498;46.679
Muttenz;4132;0;Muttenz;BL;7.654;47.521
Muzzano;6933;0;Muzzano;TI;8.922;45.998
Mädris-Vermol;8886;0;Mels;SG;9.392;47.050
Mägenwil;5506;0;Mägenwil;AG;8.234;47.410
Männedorf;8708;0;Männedorf;ZH;8.697;47.258
Märstetten;8560;0;Märstetten;TG;9.063;47.592
Märwil;9562;0;Affeltrangen;TG;9.070;47.530
Ménières;1533;0;Ménières;FR;6.881;46.784
Mézery-près-Donneloye;1407;3;Donneloye;VD;6.727;46.749
Mézières FR;1684;0;Mézières (FR);FR;6.926;46.679
Mézières VD;1083;0;Jorat-Mézières;VD;6.771;46.595
Môtier (Vully);1787;0;Mont-Vully;FR;7.083;46.948
Môtiers NE;2112;0;Val-de-Travers;NE;6.612;46.912
Möhlin;4313;0;Möhlin;AG;7.843;47.562
Mönchaltorf;8617;0;Mönchaltorf;ZH;8.715;47.313
Mönthal;5237;0;Mönthal;AG;8.140;47.517
Mörel;3983;0;Mörel-Filet;VS;8.045;46.358
Mörigen;2572;2;Mörigen;BE;7.212;47.084
Möriken AG;5103;2;Möriken-Wildegg;AG;8.191;47.416
Mörschwil;9402;0;Mörschwil;SG;9.424;47.468
Mötschwil;3324;2;Mötschwil;BE;7.567;47.049
Mühlau;5642;0;Mühlau;AG;8.386;47.232
Mühlebach (Goms);3995;3;Ernen;VS;8.161;46.409
Mühlebach (Goms);3995;3;Ernen;VS;8.239;46.407
Mühleberg;3203;0;Mühleberg;BE;7.263;46.956
Mühledorf BE;3116;2;Mühledorf (BE);BE;7.530;46.828
Mühledorf SO;4583;0;Buchegg;SO;7.478;47.134
Mühlehorn;8874;0;Glarus Nord;GL;9.176;47.115
Mühlethal;4812;0;Zofingen;AG;7.978;47.301
Mühlethurnen;3127;0;Mühlethurnen;BE;7.508;46.814
Mühlrüti;9613;0;Mosnang;SG;8.982;47.371
Mülchi;3317;1;Fraubrunnen;BE;7.474;47.102
Mülenen;3711;2;Reichenbach im Kandertal;BE;7.693;46.638
Müllheim Dorf;8555;0;Müllheim;TG;9.005;47.601
Müllheim-Wigoltingen;8554;0;Wigoltingen;TG;9.014;47.590
Mülligen;5243;0;Mülligen;AG;8.239;47.456
Mümliswil;4717;0;Mümliswil-Ramiswil;SO;7.695;47.341
Münchenbuchsee;3053;0;Münchenbuchsee;BE;7.446;47.022
Münchenstein;4142;0;Münchenstein;BL;7.622;47.514
Münchenwiler;1797;0;Münchenwiler;BE;7.126;46.912
Münchringen;3303;2;Jegenstorf;BE;7.522;47.046
Münchwilen AG;4333;0;Münchwilen (AG);AG;7.964;47.536
Münchwilen TG;9542;0;Münchwilen (TG);TG;8.991;47.480
Münsingen;3110;0;Münsingen;BE;7.555;46.876
Münster VS;3985;0;Münster-Geschinen;VS;8.266;46.489
Münsterlingen;8596;1;Münsterlingen;TG;9.235;47.631
Müntschemier;3225;0;Müntschemier;BE;7.144;46.996
Mürren;3825;0;Lauterbrunnen;BE;7.895;46.561
Müselbach;9602;2;Kirchberg (SG);SG;9.045;47.392
Müstair;7537;0;Val Müstair;GR;10.445;46.622
Müswangen;6289;0;Hitzkirch;LU;8.289;47.238
Nassen;9123;0;Neckertal;SG;9.140;47.374
Nassenwil;8155;1;Niederhasli;ZH;8.469;47.467
Naters;3904;0;Naters;VS;7.984;46.327
Nax;1973;0;Mont-Noble;VS;7.434;46.229
Naz;1041;26;Montilliez;VD;6.695;46.658
Nebikon;6244;0;Nebikon;LU;7.975;47.191
Necker;9126;0;Oberhelfenschwil;SG;9.128;47.347
Neerach;8173;0;Neerach;ZH;8.471;47.508
Neftenbach;8413;0;Neftenbach;ZH;8.675;47.527
Neggio;6991;0;Neggio;TI;8.879;45.987
Neirivue;1669;4;Haut-Intyamon;FR;7.058;46.525
Nendeln;9485;0;Eschen;LI;9.544;47.198
Nennigkofen;4574;0;Lüsslingen-Nennigkofen;SO;7.490;47.187
Nenzlingen;4224;0;Nenzlingen;BL;7.557;47.447
Neschwil;8484;2;Weisslingen;ZH;8.793;47.429
Nesselnbach;5524;2;Niederwil (AG);AG;8.296;47.390
Nesslau;9650;0;Nesslau;SG;9.202;47.224
Netstal;8754;0;Glarus;GL;9.051;47.064
Neu St. Johann;9652;0;Nesslau;SG;9.192;47.233
Neuchâtel;2000;0;Neuchâtel;NE;6.926;46.992
Neudorf;6025;0;Beromünster;LU;8.212;47.177
Neuendorf;4623;0;Neuendorf;SO;7.797;47.302
Neuenegg;3176;0;Neuenegg;BE;7.298;46.897
Neuenhof;5432;0;Neuenhof;AG;8.324;47.446
Neuenkirch;6206;0;Neuenkirch;LU;8.204;47.100
Neuhaus SG;8732;0;Eschenbach (SG);SG;8.943;47.244
Neuhausen am Rheinfall;8212;0;Neuhausen am Rheinfall;SH;8.617;47.682
Neuheim;6345;0;Neuheim;ZG;8.581;47.202
Neukirch (Egnach);9315;0;Egnach;TG;9.371;47.527
Neukirch an der Thur;9217;0;Kradolf-Schönenberg;TG;9.168;47.512
Neunkirch;8213;0;Neunkirch;SH;8.499;47.691
Neuwilen;8566;0;Kemmental;TG;9.133;47.620
Neuägeri;6314;1;Unterägeri;ZG;8.563;47.152
Neyruz FR;1740;0;Neyruz (FR);FR;7.065;46.768
Neyruz-sur-Moudon;1515;1;Montanaire;VD;6.787;46.698
Nidau;2560;0;Nidau;BE;7.241;47.125
Nidfurn;8772;0;Glarus Süd;GL;9.051;46.987
Niederbipp;4704;0;Niederbipp;BE;7.702;47.268
Niederbuchsiten;4626;0;Niederbuchsiten;SO;7.772;47.295
Niederbüren;9246;0;Niederbüren;SG;9.201;47.464
Niederdorf;4435;0;Niederdorf;BL;7.750;47.409
Niedergampel;3945;1;Gampel-Bratsch;VS;7.711;46.312
Niedergesteln;3942;2;Niedergesteln;VS;7.781;46.311
Niederglatt SG;9240;2;Oberuzwil;SG;9.168;47.430
Niederglatt ZH;8172;0;Niederglatt;ZH;8.495;47.493
Niedergösgen;5013;0;Niedergösgen;SO;7.988;47.377
Niederhasli;8155;0;Niederhasli;ZH;8.483;47.476
Niederhelfenschwil;9527;0;Niederhelfenschwil;SG;9.183;47.478
Niederhünigen;3504;0;Niederhünigen;BE;7.639;46.879
Niederlenz;5702;0;Niederlenz;AG;8.170;47.403
Niedermuhlern;3087;0;Niedermuhlern;BE;7.465;46.861
Niederneunforn;8525;0;Neunforn;TG;8.778;47.595
Niederrickenbach;6383;2;Oberdorf (NW);NW;8.437;46.921
Niederried b. Interlaken;3853;0;Niederried bei Interlaken;BE;7.929;46.717
Niederried b. Kallnach;3283;2;Kallnach;BE;7.252;47.011
Niederrohrdorf;5443;0;Niederrohrdorf;AG;8.298;47.424
Niederscherli;3145;0;Köniz;BE;7.386;46.886
Niederstetten;9249;1;Uzwil;SG;9.082;47.453
Niederstocken;3632;2;Stocken-Höfen;BE;7.573;46.711
Niederteufen;9052;0;Teufen (AR);AR;9.363;47.393
Niederurnen;8867;0;Glarus Nord;GL;9.026;47.127
Niederuzwil;9244;0;Uzwil;SG;9.141;47.450
Niederwald;3989;4;Niederwald;VS;8.188;46.436
Niederwangen b. Bern;3172;0;Köniz;BE;7.377;46.926
Niederweningen;8166;0;Niederweningen;ZH;8.374;47.506
Niederwil AG;5524;0;Niederwil (AG);AG;8.289;47.376
Niederwil SG;9203;0;Oberbüren;SG;9.201;47.439
Niederwil SO;4523;0;Riedholz;SO;7.570;47.249
Niederönz;3362;0;Niederönz;BE;7.687;47.186
