city_name;zipcode;Zusatzziffer;community_name;canton;E;N
Bressaucourt;2904;0;Fontenais;JU;7.037;47.388
Bretigny-sur-Morrens;1053;2;Bretigny-sur-Morrens;VD;6.643;46.598
Bretonnières;1329;0;Bretonnières;VD;6.475;46.712
Bretzwil;4207;0;Bretzwil;BL;7.649;47.400
Brienz BE;3855;0;Brienz (BE);BE;8.024;46.756
Brienz/Brinzauls GR;7084;0;Albula/Alvra;GR;9.593;46.669
Brienzersee;9999;2;Brienzersee;BE;7.974;46.729
Brienzwiler;3856;0;Brienzwiler;BE;8.099;46.750
Brig;3900;0;Brig-Glis;VS;7.997;46.316
Brigerbad;3900;3;Brig-Glis;VS;7.917;46.300
Brignon (Nendaz);1996;7;Nendaz;VS;7.325;46.189
Brione (Verzasca);6634;0;Brione (Verzasca);TI;8.790;46.297
Brione sopra Minusio;6645;0;Brione sopra Minusio;TI;8.814;46.183
Brislach;4225;0;Brislach;BL;7.544;47.418
Brissago;6614;0;Brissago;TI;8.711;46.119
Bristen;6475;0;Silenen;UR;8.689;46.770
Brittern;4588;1;Buchegg;SO;7.495;47.121
Brittnau;4805;0;Brittnau;AG;7.941;47.259
Broc;1636;0;Broc;FR;7.099;46.605
Broglio;6693;0;Lavizzara;TI;8.661;46.377
Bronschhofen;9552;0;Wil (SG);SG;9.030;47.479
Brontallo;6692;1;Lavizzara;TI;8.628;46.356
Brot-Dessous;2149;3;Rochefort;NE;6.747;46.956
Brot-Plamboz;2318;0;Brot-Plamboz;NE;6.746;46.979
Bruderholz;4101;0;Binningen;BL;7.582;47.529
Brugg AG;5200;0;Brugg;AG;8.207;47.485
Brunegg;5505;0;Brunegg;AG;8.216;47.421
Brunnadern;9125;0;Neckertal;SG;9.130;47.333
Brunnen;6440;0;Ingenbohl;SZ;8.602;47.000
Brunnenthal;3307;0;Messen;SO;7.470;47.086
Brusino Arsizio;6827;0;Brusino Arsizio;TI;8.938;45.929
Brusio;7743;0;Brusio;GR;10.124;46.259
Bruson;1934;1;Bagnes;VS;7.215;46.065
Bruzella;6837;2;Breggia;TI;9.038;45.882
Brè sopra Lugano;6979;0;Lugano;TI;8.998;46.013
Brügg BE;2555;0;Brügg;BE;7.278;47.124
Brügglen;4582;0;Buchegg;SO;7.496;47.144
Brülisau;9058;0;Rüte;AI;9.456;47.297
Brünig;3860;4;Meiringen;BE;8.138;46.758
Brünisried;1719;0;Brünisried;FR;7.280;46.761
Brüttelen;3237;0;Brüttelen;BE;7.147;47.022
Brütten;8311;0;Brütten;ZH;8.676;47.471
Brüttisellen;8306;0;Wangen-Brüttisellen;ZH;8.636;47.422
Bubendorf;4416;0;Bubendorf;BL;7.744;47.446
Bubikon;8608;0;Bubikon;ZH;8.814;47.271
Buch SH;8263;0;Buch (SH);SH;8.783;47.717
Buch am Irchel;8414;0;Buch am Irchel;ZH;8.625;47.550
Buch b. Frauenfeld;8524;2;Uesslingen-Buch;TG;8.841;47.598
Buch b. Kümmertshausen;8586;10;Birwinken;TG;9.235;47.571
Buch b. Märwil;9562;2;Affeltrangen;TG;9.058;47.538
Buchackern;8586;7;Erlen;TG;9.237;47.538
Buchberg;8454;0;Buchberg;SH;8.563;47.573
Buchen BE;3623;3;Horrenbach-Buchen;BE;7.709;46.783
Buchen im Prättigau;7223;0;Luzein;GR;9.723;46.940
Buchillon;1164;0;Buchillon;VD;6.421;46.470
Buchrain;6033;0;Buchrain;LU;8.346;47.095
Buchs AG;5033;0;Buchs (AG);AG;8.083;47.389
Buchs LU;6211;1;Dagmersellen;LU;8.037;47.201
Buchs SG;9470;0;Buchs (SG);SG;9.468;47.165
Buchs ZH;8107;0;Buchs (ZH);ZH;8.433;47.456
Buckten;4446;0;Buckten;BL;7.845;47.411
Buhwil;9215;2;Kradolf-Schönenberg;TG;9.168;47.526
Buix;2925;0;Basse-Allaine;JU;7.028;47.479
Bulle;1630;0;Bulle;FR;7.058;46.620
Bullet;1453;0;Bullet;VD;6.555;46.830
Buochs;6374;0;Buochs;NW;8.415;46.972
Buonas;6343;2;Risch;ZG;8.455;47.140
Bure;2915;0;Bure;JU;7.006;47.441
Burg AG;5736;0;Burg (AG);AG;8.178;47.234
Burg im Leimental;4117;0;Burg im Leimental;BL;7.439;47.456
Burgdorf;3400;0;Burgdorf;BE;7.633;47.058
Burgistein;3664;0;Burgistein;BE;7.505;46.796
Burglauenen;3816;1;Grindelwald;BE;7.978;46.638
Burgäschi;4556;3;Aeschi (SO);SO;7.669;47.172
Bursinel;1195;3;Bursinel;VD;6.304;46.438
Bursins;1183;0;Bursins;VD;6.290;46.453
Burtigny;1268;2;Burtigny;VD;6.259;46.465
Buseno;6542;0;Buseno;GR;9.107;46.273
Bussigny;1030;0;Bussigny;VD;6.551;46.553
Bussigny-sur-Oron;1608;2;Oron;VD;6.863;46.570
Bussnang;9565;0;Bussnang;TG;9.082;47.557
Busswil BE;3292;0;Lyss;BE;7.322;47.101
Busswil TG;8371;0;Sirnach;TG;9.016;47.451
Busswil b. Melchnau;4917;2;Busswil bei Melchnau;BE;7.828;47.186
Bussy FR;1541;0;Bussy (FR);FR;6.889;46.835
Bussy-Chardonney;1136;0;Bussy-Chardonney;VD;6.443;46.529
Bussy-sur-Moudon;1514;0;Bussy-sur-Moudon;VD;6.811;46.687
Buttes;2115;0;Val-de-Travers;NE;6.552;46.890
Buttikon SZ;8863;0;Schübelbach;SZ;8.951;47.172
Buttisholz;6018;0;Buttisholz;LU;8.088;47.115
Buttwil;5632;0;Buttwil;AG;8.307;47.269
Buus;4463;0;Buus;BL;7.869;47.505
Bäch SZ;8806;0;Freienbach;SZ;8.733;47.204
Bächli (Hemberg);9633;2;Hemberg;SG;9.196;47.305
Bänk (Dägerlen);8471;5;Dägerlen;ZH;8.741;47.549
Bärau;3552;0;Langnau im Emmental;BE;7.811;46.933
Bäretswil;8344;0;Bäretswil;ZH;8.856;47.338
Bäriswil BE;3323;0;Bäriswil;BE;7.534;47.017
Bärschwil;4252;0;Bärschwil;SO;7.475;47.379
Bätterkinden;3315;0;Bätterkinden;BE;7.540;47.129
Bättwil;4112;1;Bättwil;SO;7.510;47.492
Bévilard;2735;2;Valbirse;BE;7.288;47.236
Bôle;2014;0;Milvignes;NE;6.840;46.966
Böbikon;5334;0;Böbikon;AG;8.336;47.555
Böckten;4461;0;Böckten;BL;7.833;47.465
Bönigen b. Interlaken;3806;0;Bönigen;BE;7.900;46.684
Bösingen;3178;0;Bösingen;FR;7.228;46.894
Böttstein;5315;0;Böttstein;AG;8.219;47.555
Bözberg;5225;1;Bözberg;AG;8.151;47.495
Bözen;5076;0;Bözen;AG;8.088;47.496
Büchslen;3215;2;Murten;FR;7.182;46.946
Büetigen;3263;0;Büetigen;BE;7.341;47.107
Bühl b. Aarberg;3274;2;Bühl;BE;7.247;47.070
Bühler;9055;0;Bühler;AR;9.420;47.376
Bülach;8180;0;Bülach;ZH;8.550;47.519
Bünzen;5624;0;Bünzen;AG;8.327;47.310
Bürchen;3935;0;Bürchen;VS;7.813;46.281
Büren NW;6382;0;Oberdorf (NW);NW;8.402;46.939
Büren SO;4413;0;Büren (SO);SO;7.671;47.447
Büren an der Aare;3294;0;Büren an der Aare;BE;7.371;47.137
Büren zum Hof;3313;0;Fraubrunnen;BE;7.514;47.096
Bürgenstock;6363;2;Ennetbürgen;NW;8.379;46.996
Bürglen OW;6078;2;Lungern;OW;8.165;46.812
Bürglen TG;8575;0;Bürglen (TG);TG;9.157;47.553
Bürglen UR;6463;0;Bürglen (UR);UR;8.669;46.873
Büriswilen;9442;2;Oberegg;AI;9.606;47.435
Büron;6233;0;Büron;LU;8.091;47.215
Büsserach;4227;0;Büsserach;SO;7.547;47.390
Bütschwil;9606;0;Bütschwil-Ganterschwil;SG;9.068;47.359
Büttenhardt;8236;0;Büttenhardt;SH;8.653;47.756
Büttikon AG;5619;0;Büttikon;AG;8.269;47.329
Bützberg;4922;0;Thunstetten;BE;7.745;47.217
Cabbio;6838;2;Breggia;TI;9.047;45.898
Cademario;6936;0;Cademario;TI;8.892;46.023
Cadempino;6814;3;Cadempino;TI;8.934;46.035
Cadenazzo;6593;0;Cadenazzo;TI;8.952;46.149
Cadro;6965;0;Lugano;TI;8.990;46.045
Cagiallo;6955;0;Capriasca;TI;8.973;46.066
Calfreisen;7027;3;Arosa;GR;9.594;46.842
Calonico;6746;1;Faido;TI;8.841;46.451
Calpiogna;6760;2;Faido;TI;8.805;46.487
Cama;6557;0;Cama;GR;9.173;46.272
Camedo;6659;0;Centovalli;TI;8.609;46.156
Camignolo;6803;0;Monteceneri;TI;8.941;46.106
Camischolas;7187;0;Tujetsch;GR;8.761;46.682
Camorino;6528;0;Camorino;TI;9.001;46.165
Campascio;7748;0;Brusio;GR;10.130;46.245
Campello;6760;3;Faido;TI;8.819;46.487
Camperio;6718;1;Blenio;TI;8.907;46.525
Campo (Blenio);6720;0;Blenio;TI;8.937;46.556
Campo (Vallemaggia);6684;0;Campo (Vallemaggia);TI;8.496;46.289
Campocologno;7744;0;Brusio;GR;10.142;46.233
Campora;6875;3;Castel San Pietro;TI;9.023;45.875
Campsut-Cröt;7446;0;Avers;GR;9.481;46.482
Camuns;7113;0;Lumnezia;GR;9.197;46.704
Caneggio;6837;0;Breggia;TI;9.032;45.873
Canobbio;6952;0;Canobbio;TI;8.968;46.036
Capolago;6825;0;Mendrisio;TI;8.981;45.905
Capolago;6825;0;Rovio;TI;9.018;45.928
Carabbia;6913;0;Lugano;TI;8.936;45.973
Carabietta;6919;0;Collina d'Oro;TI;8.900;45.968
Carona;6914;0;Lugano;TI;8.933;45.954
Carouge GE;1227;0;Carouge (GE);GE;6.140;46.185
Carrera;7122;2;Safiental;GR;9.296;46.789
Carrouge VD;1084;0;Jorat-Mézières;VD;6.775;46.605
Cartigny;1236;0;Cartigny;GE;6.017;46.174
Carì;6760;4;Faido;TI;8.821;46.494
Casaccia;7602;0;Bregaglia;GR;9.666;46.389
Casima;6875;2;Castel San Pietro;TI;9.037;45.891
Caslano;6987;0;Caslano;TI;8.883;45.972
Cassina d'Agno;6990;0;Agno;TI;8.893;45.991
Castagnola;6976;0;Lugano;TI;8.978;46.002
Castaneda;6540;0;Castaneda;GR;9.137;46.256
Castasegna;7608;0;Bregaglia;GR;9.518;46.335
Castel San Pietro;6874;0;Castel San Pietro;TI;9.010;45.860
Castelrotto;6980;0;Croglio;TI;8.837;45.993
Castiel;7027;0;Arosa;GR;9.605;46.838
Castione;6532;0;Arbedo-Castione;TI;9.047;46.227
Castrisch;7126;0;Ilanz/Glion;GR;9.231;46.777
Castro;6723;2;Acquarossa;TI;8.927;46.472
Cauco;6546;0;Calanca;GR;9.118;46.335
Caux;1824;0;Montreux;VD;6.939;46.433
Cavagnago;6749;1;Faido;TI;8.881;46.414
Cavardiras;7182;0;Disentis/Mustér;GR;8.885;46.709
Cavergno;6690;0;Cevio;TI;8.607;46.345
Caviano;6578;0;Gambarogno;TI;8.766;46.107
Cavigliano;6654;0;Terre di Pedemonte;TI;8.719;46.185
Cazis;7408;0;Cazis;GR;9.433;46.722
Celerina/Schlarigna;7505;0;Celerina/Schlarigna;GR;9.863;46.512
Cerentino;6683;0;Cerentino;TI;8.548;46.306
Cerniat FR;1654;0;Val-de-Charmey;FR;7.157;46.633
Cerniaz VD;1682;5;Valbroye;VD;6.896;46.727
Cernier;2053;0;Val-de-Ruz;NE;6.905;47.061
Certara;6959;2;Lugano;TI;9.059;46.084
Cevio;6675;0;Cevio;TI;8.602;46.316
Chabrey;1589;0;Vully-les-Lacs;VD;6.981;46.927
Chailly-Montreux;1816;0;Montreux;VD;6.892;46.454
Chalais;3966;0;Chalais;VS;7.505;46.265
Cham;6330;0;Cham;ZG;8.452;47.185
Chamblon;1436;2;Chamblon;VD;6.607;46.779
Chambrelien;2019;2;Rochefort;NE;6.816;46.972
Chamby;1832;0;Montreux;VD;6.913;46.454
Chambésy;1292;0;Pregny-Chambésy;GE;6.140;46.242
Chamoille (Sembrancher);1933;3;Sembrancher;VS;7.153;46.061
Chamoson;1955;0;Chamoson;VS;7.227;46.203
Champ-du-Moulin;2149;0;Rochefort;NE;6.775;46.960
Champagne;1424;0;Champagne;VD;6.658;46.830
Champex-Lac;1938;0;Orsières;VS;7.119;46.027
Champfèr;7512;0;Silvaplana;GR;9.812;46.477
Champlan (Grimisuat);1971;2;Grimisuat;VS;7.372;46.246
Champoussin;1873;2;Val-d'Illiez;VS;6.864;46.209
Champoz;2735;3;Champoz;BE;7.295;47.256
Champsec;1947;5;Bagnes;VS;7.242;46.056
Champtauroz;1537;0;Champtauroz;VD;6.788;46.760
Champvent;1443;0;Champvent;VD;6.575;46.783
Champzabé;3976;2;Chermignon;VS;7.498;46.279
Champéry;1874;0;Champéry;VS;6.870;46.178
Chancy;1284;0;Chancy;GE;5.971;46.150
Chandolin;3961;23;Anniviers;VS;7.595;46.254
Chandolin (Savièse);1965;7;Savièse;VS;7.319;46.249
Chandon;1773;2;Belmont-Broye;FR;7.048;46.839
Chandonne (Liddes);1945;5;Liddes;VS;7.180;46.005
Chanéaz;1409;0;Montanaire;VD;6.743;46.730
Chapelle (Broye);1534;2;Cheiry;FR;6.852;46.770
Chapelle (Glâne);1608;4;Chapelle (Glâne);FR;6.834;46.588
Chapelle-sur-Moudon;1063;0;Montanaire;VD;6.735;46.670
Chardonne;1803;0;Chardonne;VD;6.827;46.477
Charmey (Gruyère);1637;0;Val-de-Charmey;FR;7.163;46.619
Charmoille;2947;0;La Baroche;JU;7.208;47.422
Charrat;1906;0;Charrat;VS;7.130;46.123
Chaumont;2067;0;Neuchâtel;NE;6.956;47.028
Chavannes-de-Bogis;1279;0;Chavannes-de-Bogis;VD;6.162;46.344
Chavannes-des-Bois;1290;2;Chavannes-des-Bois;VD;6.134;46.316
Chavannes-le-Chêne;1464;0;Chavannes-le-Chêne;VD;6.777;46.777
Chavannes-le-Veyron;1148;7;Chavannes-le-Veyron;VD;6.451;46.606
Chavannes-les-Forts;1676;0;Siviriez;FR;6.898;46.652
Chavannes-près-Renens;1022;0;Chavannes-près-Renens;VD;6.576;46.536
Chavannes-sous-Orsonnens;1694;4;Villorsonnens;FR;6.992;46.728
Chavannes-sur-Moudon;1512;0;Chavannes-sur-Moudon;VD;6.808;46.657
Chavornay;1373;0;Chavornay;VD;6.571;46.701
Cheiry;1529;0;Cheiry;FR;6.834;46.749
Chemin;1927;0;Vollèges;VS;7.097;46.090
Chenaux;1091;3;Bourg-en-Lavaux;VD;6.729;46.495
Chermignon;3971;0;Chermignon;VS;7.472;46.287
Chermignon-d'en-Bas;3971;1;Chermignon;VS;7.482;46.281
Chernex;1822;0;Montreux;VD;6.914;46.443
Chesalles-sur-Moudon;1683;2;Chesalles-sur-Moudon;VD;6.833;46.675
Chesalles-sur-Oron;1608;3;Oron;VD;6.854;46.577
Cheseaux-Noréaz;1400;5;Cheseaux-Noréaz;VD;6.677;46.783
Cheseaux-sur-Lausanne;1033;0;Cheseaux-sur-Lausanne;VD;6.605;46.585
Chesières;1885;0;Ollon;VD;7.044;46.301
Chessel;1846;0;Chessel;VD;6.894;46.350
Chevenez;2906;0;Haute-Ajoie;JU;7.001;47.392
Chevilly;1316;0;Chevilly;VD;6.477;46.642
Chevroux;1545;0;Chevroux;VD;6.907;46.888
Chexbres;1071;0;Chexbres;VD;6.778;46.482
Cheyres;1468;0;Cheyres;FR;6.787;46.814
Chez Petit (Liddes);1945;11;Liddes;VS;7.177;45.987
Chez-le-Bart;2025;0;Gorgier;NE;6.786;46.901
Chiasso;6830;0;Chiasso;TI;9.027;45.835
Chiggiogna;6764;0;Faido;TI;8.822;46.468
Chiggiogna;6764;0;Faido;TI;8.832;46.445
Chigny;1134;2;Chigny;VD;6.477;46.520
Chippis;3965;0;Chippis;VS;7.540;46.281
Chironico;6747;0;Faido;TI;8.844;46.423
Choulex;1244;0;Choulex;GE;6.227;46.228
Choëx;1871;0;Monthey;VS;6.961;46.244
Chur;7000;0;Chur;GR;9.533;46.848
Churwalden;7075;0;Churwalden;GR;9.544;46.781
Châbles FR;1474;0;Châbles;FR;6.809;46.826
Château-d'Oex;1660;0;Château-d'Oex;VD;7.129;46.473
Châtel-St-Denis;1618;0;Châtel-Saint-Denis;FR;6.901;46.529
Châtel-sur-Montsalvens;1653;3;Châtel-sur-Montsalvens;FR;7.126;46.614
Châtelaine;1219;12;Vernier;GE;6.111;46.212
Châtelat;2715;1;Petit-Val;BE;7.194;47.272
Châtillens;1610;1;Oron;VD;6.817;46.568
Châtillon FR;1473;2;Châtillon (FR);FR;6.828;46.833
Châtillon JU;2843;0;Châtillon (JU);JU;7.345;47.326
Châtonnaye;1553;0;Châtonnaye;FR;6.938;46.754
Chénens;1744;0;Chénens;FR;7.002;46.740
Chéserex;1275;0;Chéserex;VD;6.175;46.401
Chésopelloz;1720;2;Chésopelloz;FR;7.078;46.807
Chézard-St-Martin;2054;0;Val-de-Ruz;NE;6.933;47.066
Chêne-Bougeries;1224;0;Chêne-Bougeries;GE;6.189;46.198
Chêne-Bougeries;1224;0;Thônex;GE;6.207;46.208
Chêne-Bourg;1225;0;Chêne-Bourg;GE;6.192;46.194
Chêne-Pâquier;1464;2;Chêne-Pâquier;VD;6.769;46.771
Cimadera;6959;4;Lugano;TI;9.046;46.077
Cimalmotto;6684;1;Campo (Vallemaggia);TI;8.489;46.283
Cimo;6992;1;Bioggio;TI;8.890;46.002
Cinuos-chel;7526;0;S-chanf;GR;10.021;46.642
Clarens;1815;0;Montreux;VD;6.892;46.442
Clarmont;1127;0;Clarmont;VD;6.450;46.547
Claro;6702;0;Claro;TI;9.023;46.257
Clavaleyres;1595;2;Clavaleyres;BE;7.091;46.899
Clugin;7442;0;Andeer;GR;9.425;46.616
Clèbes (Nendaz);1993;2;Nendaz;VS;7.335;46.186
Coeuve;2932;0;Coeuve;JU;7.096;47.455
Coffrane;2207;0;Val-de-Ruz;NE;6.863;47.010
Coglio;6678;3;Maggia;TI;8.684;46.269
Coinsins;1267;2;Coinsins;VD;6.239;46.424
Cointrin;1216;0;Meyrin;GE;6.110;46.224
Coldrerio;6877;0;Coldrerio;TI;8.986;45.853
Colla;6951;0;Lugano;TI;9.054;46.092
Collex;1239;0;Collex-Bossy;GE;6.121;46.271
Collombey;1868;0;Collombey-Muraz;VS;6.946;46.268
Collonge-Bellerive;1245;0;Collonge-Bellerive;GE;6.204;46.254
Collonges;1903;0;Collonges;VS;7.034;46.172
Cologny;1223;0;Cologny;GE;6.181;46.216
Colombier NE;2013;0;Milvignes;NE;6.862;46.966
Colombier VD;1114;0;Echichens;VD;6.476;46.557
Comano;6949;0;Comano;TI;8.957;46.040
Combremont-le-Grand;1535;0;Valbroye;VD;6.818;46.762
Combremont-le-Petit;1536;0;Valbroye;VD;6.809;46.749
Commugny;1291;0;Commugny;VD;6.180;46.320
Comologno;6663;0;Onsernone;TI;8.577;46.204
Conches;1231;0;Chêne-Bougeries;GE;6.177;46.184
Concise;1426;0;Concise;VD;6.720;46.850
Condémines (Nendaz);1996;3;Nendaz;VS;7.255;46.175
Confignon;1232;0;Confignon;GE;6.084;46.174
Constantine;1587;1;Vully-les-Lacs;VD;7.012;46.919
Conters im Prättigau;7241;0;Conters im Prättigau;GR;9.796;46.902
Conthey;1964;0;Conthey;VS;7.305;46.227
Contone;6594;0;Gambarogno;TI;8.929;46.148
Contra;6646;0;Tenero-Contra;TI;8.840;46.188
Coppet;1296;0;Coppet;VD;6.193;46.316
Corban;2826;0;Corban;JU;7.478;47.348
Corbeyrier;1856;0;Corbeyrier;VD;6.962;46.350
Corbières;1647;0;Corbières;FR;7.101;46.661
Corcelles BE;2747;0;Corcelles (BE);BE;7.460;47.285
Corcelles NE;2035;0;Corcelles-Cormondrèche;NE;6.877;46.986
Corcelles-le-Jorat;1082;0;Corcelles-le-Jorat;VD;6.742;46.606
Corcelles-près-Concise;1426;1;Corcelles-près-Concise;VD;6.707;46.847
Corcelles-près-Payerne;1562;0;Corcelles-près-Payerne;VD;6.961;46.832
Corcelles-sur-Chavornay;1374;0;Corcelles-sur-Chavornay;VD;6.600;46.704
Cordast;1792;0;Gurmels;FR;7.153;46.872
Corgémont;2606;0;Corgémont;BE;7.141;47.194
Corin-de-la-Crête;3960;2;Montana;VS;7.503;46.285
Corippo;6631;0;Corippo;TI;8.841;46.236
Corjolens;1754;2;Avry;FR;7.046;46.786
Cormagens;1782;5;La Sonnaz;FR;7.135;46.834
Corminboeuf;1720;0;Corminboeuf;FR;7.102;46.808
Cormondrèche;2036;0;Corcelles-Cormondrèche;NE;6.870;46.981
Cormoret;2612;0;Cormoret;BE;7.054;47.173
Cormérod;1721;2;Misery-Courtion;FR;7.089;46.866
Cornaux NE;2087;0;Cornaux;NE;7.021;47.038
Cornol;2952;0;Cornol;JU;7.164;47.406
Corpataux;1727;0;Gibloux;FR;7.098;46.744
Correvon;1410;2;Montanaire;VD;6.737;46.716
Corseaux;1802;0;Corseaux;VD;6.833;46.472
Corserey;1747;0;Corserey;FR;6.993;46.774
Corsier GE;1246;0;Corsier (GE);GE;6.226;46.262
Corsier-sur-Vevey;1804;0;Corsier-sur-Vevey;VD;6.842;46.470
Cortaillod;2016;0;Cortaillod;NE;6.846;46.943
Corteglia;6873;0;Castel San Pietro;TI;8.994;45.861
Corticiasca;6958;2;Capriasca;TI;9.014;46.080
Corticiasca;6958;2;Capriasca;TI;9.016;46.087
Cortébert;2607;0;Cortébert;BE;7.107;47.192
Corzoneso;6722;0;Acquarossa;TI;8.934;46.446
Cossonay-Ville;1304;0;Cossonay;VD;6.509;46.614
Cottens FR;1741;0;Cottens (FR);FR;7.033;46.751
Cottens VD;1116;0;Cottens (VD);VD;6.454;46.573
Cotterd;1585;3;Vully-les-Lacs;VD;7.026;46.922
Courcelon;2823;0;Courroux;JU;7.397;47.362
Courchapoix;2825;0;Courchapoix;JU;7.451;47.347
Courchavon;2922;0;Courchavon;JU;7.055;47.441
Courfaivre;2853;0;Haute-Sorne;JU;7.276;47.333
Courgenay;2950;0;Courgenay;JU;7.126;47.403
Courgevaux;1796;0;Courgevaux;FR;7.112;46.907
Courlevon;1795;0;Murten;FR;7.111;46.891
Cournillens;1721;5;Misery-Courtion;FR;7.102;46.857
Courrendlin;2830;0;Courrendlin;JU;7.379;47.338
Courroux;2822;0;Courroux;JU;7.375;47.365
Court;2738;0;Court;BE;7.332;47.240
Courtaman;1791;0;Courtepin;FR;7.130;46.871
Courtedoux;2905;0;Courtedoux;JU;7.043;47.409
Courtelary;2608;0;Courtelary;BE;7.069;47.180
Courtemautruy;2950;2;Courgenay;JU;7.139;47.396
Courtemaîche;2923;0;Basse-Allaine;JU;7.046;47.459
Courtepin;1784;0;Courtepin;FR;7.126;46.864
Courtion;1721;4;Misery-Courtion;FR;7.069;46.858
Courtételle;2852;0;Courtételle;JU;7.323;47.337
Cousset;1774;0;Montagny (FR);FR;6.976;46.819
Cousset;1774;0;Montagny (FR);FR;6.971;46.827
Couvet;2108;0;Val-de-Travers;NE;6.633;46.925
Cozzo;6951;20;Lugano;TI;9.062;46.097
Crana;6611;17;Onsernone;TI;8.612;46.204
Crans-Montana;3963;0;Montana;VS;7.482;46.313
Crans-près-Céligny;1299;0;Crans-près-Céligny;VD;6.206;46.356
Crassier;1263;0;Crassier;VD;6.164;46.374
Cremin;1526;2;Cremin;VD;6.843;46.724
Cresciano;6705;0;Cresciano;TI;9.004;46.281
Cressier FR;1785;0;Cressier (FR);FR;7.140;46.898
Cressier NE;2088;0;Cressier (NE);NE;7.036;47.051
Cresta (Avers);7447;0;Avers;GR;9.514;46.473
Cries (Vollèges);1941;2;Vollèges;VS;7.177;46.091
Crissier;1023;0;Crissier;VD;6.579;46.556
Cronay;1406;0;Cronay;VD;6.696;46.757
Croy;1322;0;Croy;VD;6.477;46.694
Crusch;7554;2;Scuol;GR;10.360;46.820
Crémines;2746;0;Crémines;BE;7.442;47.286
Crésuz;1653;2;Crésuz;FR;7.141;46.619
Crête-à-l'Oeil (Les Agettes);1992;3;Les Agettes;VS;7.371;46.212
Cuarnens;1148;4;Cuarnens;VD;6.438;46.625
Cuarny;1404;0;Cuarny;VD;6.689;46.770
Cudrefin;1588;0;Cudrefin;VD;7.020;46.955
Cugnasco;6516;0;Cugnasco-Gerra;TI;8.917;46.174
Cugy FR;1482;0;Cugy (FR);FR;6.893;46.815
Cugy VD;1053;0;Cugy (VD);VD;6.641;46.584
Cully;1096;0;Bourg-en-Lavaux;VD;6.729;46.489
Cumbel;7142;0;Lumnezia;GR;9.192;46.726
Cumpadials;7176;0;Sumvitg;GR;8.920;46.722
Cunter;7452;0;Surses;GR;9.596;46.609
Curaglia;7184;0;Medel (Lucmagn);GR;8.859;46.674
Cureggia;6963;2;Lugano;TI;8.985;46.021
Cureglia;6944;0;Cureglia;TI;8.944;46.036
Curio;6986;3;Curio;TI;8.863;46.002
Curtilles;1521;0;Curtilles;VD;6.848;46.703
Curtina;6959;3;Lugano;TI;9.024;46.082
Céligny;1298;0;Céligny;GE;6.195;46.350
Céligny;1298;0;Céligny;GE;6.173;46.348
Dachsen;8447;0;Dachsen;ZH;8.619;47.665
Dagmersellen;6252;0;Dagmersellen;LU;7.990;47.214
Daillens;1306;0;Daillens;VD;6.549;46.620
Daillon;1976;2;Conthey;VS;7.302;46.257
Daiwil;6126;0;Willisau;LU;8.014;47.096
Dalin;7424;1;Cazis;GR;9.406;46.735
Dallenwil;6383;0;Dallenwil;NW;8.386;46.927
Dalpe;6774;0;Dalpe;TI;8.775;46.473
Damphreux;2933;2;Damphreux;JU;7.102;47.477
Damvant;2914;0;Haute-Ajoie;JU;6.897;47.373
Dangio;6717;0;Blenio;TI;8.953;46.494
Danis;7163;0;Breil/Brigels;GR;9.055;46.756
Dardagny;1283;1;Dardagny;GE;5.995;46.195
Dardin;7164;0;Breil/Brigels;GR;9.045;46.758
Davesco-Soragno;6964;0;Lugano;TI;8.980;46.035
Davos Clavadel;7272;0;Davos;GR;9.818;46.767
Davos Dorf;7260;0;Davos;GR;9.840;46.809
Davos Frauenkirch;7276;0;Davos;GR;9.797;46.766
Davos Glaris;7277;0;Davos;GR;9.777;46.745
Davos Monstein;7278;0;Davos;GR;9.774;46.712
Davos Platz;7270;0;Davos;GR;9.813;46.794
Davos Wiesen;7494;0;Davos;GR;9.714;46.706
Davos Wolfgang;7265;0;Davos;GR;9.855;46.832
Degen;7145;0;Lumnezia;GR;9.168;46.706
Degersheim;9113;0;Degersheim;SG;9.199;47.369
Deisswil b. Münchenbuchsee;3053;2;Deisswil bei Münchenbuchsee;BE;7.454;47.037
Deitingen;4543;0;Deitingen;SO;7.627;47.216
Delley;1567;0;Delley-Portalban;FR;6.968;46.913
Delémont;2800;0;Delémont;JU;7.332;47.364
Denens;1135;0;Denens;VD;6.457;46.519
Denezy;1410;3;Montanaire;VD;6.785;46.720
Denges;1026;2;Denges;VD;6.539;46.523
Densbüren;5026;0;Densbüren;AG;8.055;47.453
Derendingen;4552;0;Derendingen;SO;7.592;47.197
Detligen;3036;0;Radelfingen;BE;7.273;47.002
Dettighofen;8505;2;Pfyn;TG;8.953;47.617
Dettighofen (Lengwil);8574;4;Lengwil;TG;9.204;47.620
Develier;2802;0;Develier;JU;7.298;47.358
Dicken;9115;0;Neckertal;SG;9.191;47.337
Diegten;4457;0;Diegten;BL;7.813;47.415
Dielsdorf;8157;0;Dielsdorf;ZH;8.448;47.476
Diemerswil;3053;3;Diemerswil;BE;7.428;47.019
Diemtigen;3754;0;Diemtigen;BE;7.566;46.649
Diepflingen;4442;0;Diepflingen;BL;7.836;47.444
Diepoldsau;9444;0;Diepoldsau;SG;9.658;47.385
Dierikon;6036;0;Dierikon;LU;8.372;47.097
